operating_name,first_category_vendor,First_Category,first_endorsements,first_issued,last_date_opname,last_ward_id,Count of ward_id,Years_Operation,last_latitude,last_longitude,    Average total income in 2020 among recipients ($),    Employed,    Median total income in 2020 among recipients ($),    Unemployed,  Average total income of one-person households in 2020 ($),  In the labour force,  Median total income of one-person households in 2020 ($),  Not in the labour force,Area (sq km),Meadian age,population between  15 and 19,Population over 20 and less than 54,Total - Population aged 15 years and over by Labour force status - 25% sample data,Total population,Unemployment rate
Dairy Bell,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1976-04-09 0:00,2023-07-09 0:00,11,4,47.25,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Beach Boys Food Truck,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2013-05-09 0:00,2014-07-29 0:00,19,1,1.17,43.670226,-79.290999,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Beaches N'Cream,non-motorized refreshment vehicle owner,Mediterranean & Middle Eastern,rv - trailer - propane heater;,2015-06-25 0:00,2024-02-01 0:00,19,1,8.67,43.66999818,-79.29929582,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Beavertails,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - trailer - electric;,2017-08-29 0:00,2024-02-01 0:00,3,1,6.5,43.63528709,-79.52356622,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Bee Box Foods,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - electric;,2023-12-18 0:00,2024-02-01 0:00,18,1,0.17,43.76759718,-79.41027601,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Beefeater'S Hot Dog Corp,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2000-10-27 0:00,2016-02-17 0:00,19,1,15.33,43.68614969,-79.31198033,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Belfiore Fine Foods,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,2010-04-07 0:00,2013-07-08 0:00,21,1,3.25,43.73162411,-79.28294491,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Bengal Street,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - no heater;,2022-07-28 0:00,2023-10-26 0:00,25,1,1.25,43.77359369,-79.18676869,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
Best Hot Dog,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2018-05-10 0:00,2020-11-03 0:00,21,1,2.5,43.76207286,-79.27094275,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Best Hotdog And Food Services,non-motorized refreshment vehicle owner,Mediterranean & Middle Eastern,rv - trailer - propane heater;,2017-04-20 0:00,2018-07-21 0:00,17,1,1.25,43.78040808,-79.34736257,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
Best Treats,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1998-04-07 0:00,2003-05-02 0:00,7,1,5.08,43.722703,-79.5385456,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Big Bite Sausage,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2000-10-27 0:00,2013-01-27 0:00,19,1,12.25,43.68614969,-79.31198033,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Big Boy Hot Dog,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-06-06 0:00,2020-10-14 0:00,19,1,18.33,43.68575432,-79.3113552,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Big Dee Ice Cream,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2016-07-12 0:00,2017-10-12 0:00,19,1,1.25,43.6796507,-79.32053423,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Bistro Burger,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2016-06-13 0:00,2016-07-12 0:00,18,1,0.08,43.77381358,-79.41735954,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Bj'S Burgery,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2023-08-14 0:00,2024-02-01 0:00,3,1,0.5,43.62872272,-79.54080561,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Bloomer'S,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motor. (not propane/ice cream);,2022-06-16 0:00,2024-02-01 0:00,11,1,1.67,43.66187289,-79.42489839,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Body Parts Plus Inc,motorized refreshment vehicle owner,,rv - motorized - ice cream;,2006-05-18 0:00,2007-08-18 0:00,5,1,1.25,43.71932811,-79.48863807,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Boom Chimney!,non-motorized refreshment vehicle owner,Specialty and Fusion,rv - trailer - electric;,2022-10-13 0:00,2024-02-01 0:00,10,1,1.33,43.6447052,-79.41872512,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Booyah Inc,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2021-06-03 0:00,2024-02-01 0:00,12,1,2.67,43.68155029,-79.4183367,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
Bossy Cakes,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - propane heater;,2016-08-24 0:00,2017-08-21 0:00,18,1,1,43.76797991,-79.428441,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Bread On Wheels,motorized refreshment vehicle owner,American Cuisine,rv - motorized - no heater;,2014-07-21 0:00,2016-07-20 0:00,23,1,2,43.79411889,-79.26559072,38560,37745,30400,7740,47160,45490,35600,35445,30.43753122423298,42.8,4750,43235,80925,94025,17
Breakin' Balls Food Truck,motorized refreshment vehicle owner,Italian Cuisine,rv - motorized - propane heater;,2017-10-27 0:00,2020-11-03 0:00,10,1,3.08,43.63697939,-79.40607867,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Brewing Bean,non-motorized refreshment vehicle owner,Beverages,rv - trailer - electric;,2017-05-16 0:00,2023-08-22 0:00,8,1,6.25,43.73049888,-79.41993153,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Burgatory,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2014-07-07 0:00,2016-08-02 0:00,12,1,2.08,43.68651641,-79.40241783,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
Burgatory Food Truck,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2016-08-18 0:00,2019-11-18 0:00,11,1,3.25,43.65505501,-79.41856268,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Burger City,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2016-07-07 0:00,2019-10-07 0:00,2,1,3.25,43.64254993,-79.5762856,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
Burrito On Wheelz,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2018-08-16 0:00,2022-01-14 0:00,3,1,3.42,43.62057639,-79.50150538,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Business Of: 1000404567 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2023-02-13 0:00,2024-02-01 0:00,14,1,1,43.67545551,-79.35349631,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Business Of: 1186645 Ontario Ltd,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - propane heater;,2010-07-29 0:00,2024-02-01 0:00,4,1,13.58,43.66572169,-79.46752213,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
Business Of: 1251362 Ontario Ltd,motorized refreshment vehicle owner,Beverages,rv - motorized - no heater;,2012-08-13 0:00,2016-10-31 0:00,4,1,4.17,43.65968861,-79.45389349,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
Business Of: 1535640 Ontario Ltd,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2004-06-03 0:00,2024-02-01 0:00,21,1,19.67,43.73731249,-79.30066006,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Business Of: 1548173 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-04-15 0:00,2024-02-01 0:00,9,1,20.83,43.65535931,-79.43065282,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Business Of: 1555184 Ontario Inc,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2003-07-14 0:00,2009-10-14 0:00,25,1,6.25,43.76163908,-79.15684228,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
Business Of: 1606990 Ontario Inc,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2004-04-01 0:00,2024-02-01 0:00,6,1,19.83,43.75122771,-79.46411338,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
Business Of: 1613345 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2014-02-14 0:00,2017-02-23 0:00,3,1,3,43.60522208,-79.49632679,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Business Of: 1623119 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2005-09-15 0:00,2024-02-01 0:00,11,1,18.42,43.66886591,-79.42344447,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Business Of: 1652050 Ontario Inc,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - no heater;,2014-05-01 0:00,2016-07-26 0:00,15,1,2.17,43.7026229,-79.37431436,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
Business Of: 1794479 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2023-06-20 0:00,2024-02-01 0:00,14,1,0.67,43.67545551,-79.35349631,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Business Of: 1796381 Ontario Ltd,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2009-11-24 0:00,2015-02-24 0:00,14,1,5.25,43.67573379,-79.32431572,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Business Of: 1805593 Ontario Ltd,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,2010-05-05 0:00,2013-06-27 0:00,5,1,3.08,43.67426461,-79.47325904,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Business Of: 1807970 Ontario Corp,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2010-03-12 0:00,2011-06-12 0:00,4,1,1.25,43.64359531,-79.44774226,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
Business Of: 1818216 Ontario Inc,mobile vending (food truck),,mobile vending (food truck) 6-month;,2017-01-18 0:00,2017-10-10 0:00,10,1,0.75,43.64771372,-79.39205541,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Business Of: 1833856 Ontario Corp,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2010-10-06 0:00,2013-01-06 0:00,19,1,2.25,43.70020359,-79.29820031,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Business Of: 1852996 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2011-07-15 0:00,2012-10-15 0:00,18,1,1.25,43.77970791,-79.41459913,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Business Of: 1915563 Ontario Inc,non-motorized refreshment vehicle owner,Beverages,rv - trailer - natural gas heater;,2014-06-26 0:00,2015-08-26 0:00,13,1,1.17,43.65655122,-79.35748392,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
Business Of: 1930271 Ontario Inc,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2015-05-27 0:00,2020-11-03 0:00,9,1,5.5,43.67858418,-79.4606364,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Business Of: 1990618 Ontario Inc,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2019-08-02 0:00,2020-11-03 0:00,8,1,1.25,43.71436049,-79.43979773,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Business Of: 2132776 Ontario Inc,motorized refreshment vehicle owner,,rv - motorized - propane heater;,2007-05-18 0:00,2009-08-19 0:00,12,1,2.25,43.6878676,-79.43767157,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
Business Of: 2220956 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,2010-12-07 0:00,2024-02-01 0:00,22,1,13.17,43.78818159,-79.31846867,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Business Of: 2257029 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2011-06-01 0:00,2021-10-30 0:00,14,1,10.33,43.69045388,-79.33944464,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Business Of: 2331067 Ontario Inc,mobile vending (food truck),,mobile vending (food truck) 9-month;,2016-07-19 0:00,2018-09-10 0:00,17,1,2.17,43.76534128,-79.38256592,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
Business Of: 2348438 Ontario Ltd,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2012-11-19 0:00,2024-02-01 0:00,16,1,11.25,43.72545491,-79.30394954,50680,40605,36400,7200,57400,47800,45200,31950,22.96489984859394,41.2,5225,44310,79750,94335,15.1
Business Of: 2422038 Ontario Inc,mobile vending (food truck),,mobile vending (food truck) annual;,2014-07-04 0:00,2016-03-14 0:00,21,1,1.67,43.7359563,-79.30127722,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Business Of: 2505771 Ontario Inc,mobile vending (food truck),,mobile vending (food truck) 6-month;,2016-06-13 0:00,2016-07-12 0:00,6,1,0.08,43.77273718,-79.44405448,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
Business Of: 2566479 Ontario Ltd,mobile vending (food truck),,mobile vending (food truck) annual;,2017-09-29 0:00,2018-11-20 0:00,21,1,1.17,43.75471211,-79.23661109,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Business Of: 2633252 Ontario Ltd,mobile vending (food truck),,mobile vending (food truck) 6-month;,2018-05-15 0:00,2019-11-23 0:00,9,1,1.5,43.68118752,-79.44163127,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Business Of: 2720940 Ontario Inc,mobile vending (food truck),,mobile vending (food truck) 6-month;,2020-03-17 0:00,2020-09-25 0:00,20,1,0.5,43.71244452,-79.28829508,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
Business Of: 2847858 Ontario Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2022-06-30 0:00,2024-02-01 0:00,14,1,1.67,43.67545551,-79.35349631,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Business Of: 505707 Ontario Ltd,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - propane heater;,1999-05-13 0:00,2024-02-01 0:00,3,1,24.75,43.64847371,-79.50762124,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Business Of: 7161905 Canada Inc,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2009-08-14 0:00,2015-11-02 0:00,22,1,6.25,43.7931249,-79.32502198,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Business Of: 9756884 Canada Inc,non-motorized refreshment vehicle owner,Canadian Cuisine,rv - trailer - electric;,2016-07-19 0:00,2017-10-19 0:00,25,1,1.25,43.8028793,-79.1698732,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
"Business Of: Abdi, Kiumars",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2006-05-04 0:00,2008-08-04 0:00,6,1,2.25,43.77813012,-79.44461448,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
"Business Of: Abdul Samad, Hassib",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2017-01-05 0:00,2018-04-07 0:00,21,1,1.25,43.76207286,-79.27094275,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
"Business Of: Abniki, Amir",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-12-05 0:00,2017-03-07 0:00,24,1,4.25,43.76814595,-79.1873825,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
"Business Of: Abranko, Adrienn",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-06-13 0:00,2005-04-11 0:00,5,1,2.83,43.67461905,-79.48348027,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
"Business Of: Abranko, Magdolna",motorized refreshment vehicle owner,,rv - motorized - ice cream;,2006-04-12 0:00,2011-07-13 0:00,7,1,5.25,43.75690291,-79.52026041,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
"Business Of: Addesi, Francesco",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2017-11-13 0:00,2020-02-13 0:00,11,1,2.25,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
"Business Of: Ahmadi, Hussein",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2004-05-27 0:00,2006-10-05 0:00,20,1,2.42,43.71346037,-79.28478254,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
"Business Of: Akhgar, Mohammed Yusuf",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2002-10-25 0:00,2005-04-02 0:00,24,1,2.5,43.76857202,-79.23867997,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
"Business Of: Al Huttam, Nasir Ahmed A",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2006-08-22 0:00,2024-02-01 0:00,25,1,17.5,43.80929263,-79.19322535,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
"Business Of: Alatas, George",non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2006-10-05 0:00,2008-01-05 0:00,2,1,1.25,43.69279988,-79.53289089,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
